,height,weight,day,lastDayEmptied,trashDayTarget
2938,48,61,fri,thur,fri
2939,51,62,fri,thur,fri
2940,52,66,fri,thur,fri
2941,54,67,fri,thur,fri
2942,58,69,fri,thur,fri
2943,62,71,fri,thur,fri
2944,65,73,fri,thur,fri
2945,68,74,fri,thur,fri
2946,71,77,fri,thur,fri
2947,75,81,fri,thur,fri
2948,0,0,fri,fri,mon
2949,3,4,fri,fri,mon
2950,4,6,fri,fri,mon
2951,6,10,fri,fri,mon
2952,8,11,fri,fri,mon
2953,10,14,fri,fri,mon
2954,13,15,fri,fri,mon
2955,14,19,fri,fri,mon
2956,16,20,sun,fri,mon
2957,18,24,sun,fri,mon
2958,20,26,sun,fri,mon
2959,22,29,sun,fri,mon
2960,25,32,sun,fri,mon
2961,27,35,sun,fri,mon
2962,29,37,sun,fri,mon
2963,33,41,sun,fri,mon
2964,36,42,sun,fri,mon
2965,39,46,sun,fri,mon
2966,41,49,sun,fri,mon
2967,43,51,sun,fri,mon
2968,45,52,sun,fri,mon
2969,48,54,mon,fri,mon
2970,51,58,mon,fri,mon
2971,54,61,mon,fri,mon
2972,58,65,mon,fri,mon
2973,59,69,mon,fri,mon
2974,62,72,mon,fri,mon
2975,64,74,mon,fri,mon
2976,65,75,mon,fri,mon
2977,66,76,mon,fri,mon
2978,67,79,mon,fri,mon
2979,71,83,mon,fri,mon
2980,0,0,mon,mon,wed
2981,3,3,mon,mon,wed
2982,5,4,mon,mon,wed
2983,7,5,tues,mon,wed
2984,10,6,tues,mon,wed
2985,14,8,tues,mon,wed
2986,15,12,tues,mon,wed
2987,16,14,tues,mon,wed
2988,19,16,tues,mon,wed
2989,21,18,tues,mon,wed
2990,25,19,tues,mon,wed
2991,26,23,tues,mon,wed
2992,27,26,wed,mon,wed
2993,29,30,wed,mon,wed
2994,33,34,wed,mon,wed
2995,36,35,wed,mon,wed
2996,37,39,wed,mon,wed
2997,38,40,wed,mon,wed
2998,41,42,wed,mon,wed
2999,45,46,wed,mon,wed
3000,48,50,wed,mon,wed
3001,51,53,wed,mon,wed
3002,53,57,wed,mon,wed
3003,55,61,wed,mon,wed
3004,56,63,wed,mon,wed
3005,59,65,wed,mon,wed
3006,63,69,wed,mon,wed
3007,65,71,wed,mon,wed
3008,67,73,wed,mon,wed
3009,70,76,wed,mon,wed
3010,74,77,wed,mon,wed
3011,78,78,wed,mon,wed
3012,79,81,wed,mon,wed
3013,0,0,wed,wed,sun
3014,4,2,thur,wed,sun
3015,5,4,fri,wed,sun
3016,7,5,fri,wed,sun
3017,11,6,fri,wed,sun
3018,13,9,fri,wed,sun
3019,14,13,fri,wed,sun
3020,17,15,fri,wed,sun
3021,19,18,fri,wed,sun
3022,23,20,fri,wed,sun
3023,27,22,fri,wed,sun
3024,30,23,fri,wed,sun
3025,31,25,fri,wed,sun
3026,35,26,fri,wed,sun
3027,36,29,fri,wed,sun
3028,40,32,fri,wed,sun
3029,42,36,fri,wed,sun
3030,43,37,fri,wed,sun
3031,46,39,fri,wed,sun
3032,47,43,fri,wed,sun
3033,50,47,fri,wed,sun
3034,51,48,fri,wed,sun
3035,54,51,fri,wed,sun
3036,57,52,fri,wed,sun
3037,59,55,sun,wed,sun
3038,61,57,sun,wed,sun
3039,62,61,sun,wed,sun
3040,64,62,sun,wed,sun
3041,67,63,sun,wed,sun
3042,70,65,sun,wed,sun
3043,74,69,sun,wed,sun
3044,76,71,sun,wed,sun
3045,79,73,sun,wed,sun
3046,81,75,sun,wed,sun
3047,0,0,sun,sun,tues
3048,3,3,sun,sun,tues
3049,6,5,sun,sun,tues
3050,8,8,sun,sun,tues
3051,12,12,sun,sun,tues
3052,13,13,sun,sun,tues
3053,15,15,sun,sun,tues
3054,18,19,sun,sun,tues
3055,22,21,sun,sun,tues
3056,23,22,sun,sun,tues
3057,27,25,sun,sun,tues
3058,29,28,sun,sun,tues
3059,31,30,sun,sun,tues
3060,35,31,mon,sun,tues
3061,36,34,mon,sun,tues
3062,37,35,mon,sun,tues
3063,40,37,mon,sun,tues
3064,44,39,mon,sun,tues
3065,45,42,mon,sun,tues
3066,48,43,mon,sun,tues
3067,50,44,mon,sun,tues
3068,53,46,mon,sun,tues
3069,55,48,mon,sun,tues
3070,57,49,mon,sun,tues
3071,58,52,mon,sun,tues
3072,59,53,mon,sun,tues
3073,60,55,mon,sun,tues
3074,61,59,mon,sun,tues
3075,62,62,mon,sun,tues
3076,65,63,mon,sun,tues
3077,66,66,mon,sun,tues
3078,68,70,mon,sun,tues
3079,72,71,tues,sun,tues
3080,73,74,tues,sun,tues
3081,74,78,tues,sun,tues
3082,78,81,tues,sun,tues
3083,0,0,tues,tues,thur
3084,3,1,tues,tues,thur
3085,7,3,tues,tues,thur
3086,8,4,tues,tues,thur
3087,11,8,tues,tues,thur
3088,12,10,tues,tues,thur
3089,16,11,tues,tues,thur
3090,17,12,tues,tues,thur
3091,19,14,tues,tues,thur
3092,21,18,tues,tues,thur
3093,24,20,tues,tues,thur
3094,27,21,tues,tues,thur
3095,28,25,tues,tues,thur
3096,32,29,tues,tues,thur
3097,36,30,tues,tues,thur
3098,38,31,tues,tues,thur
3099,42,35,tues,tues,thur
3100,45,37,tues,tues,thur
3101,48,41,tues,tues,thur
3102,51,45,tues,tues,thur
3103,55,47,tues,tues,thur
3104,56,49,wed,tues,thur
3105,60,53,wed,tues,thur
3106,62,55,wed,tues,thur
3107,63,59,thur,tues,thur
3108,66,60,thur,tues,thur
3109,67,63,thur,tues,thur
3110,71,67,thur,tues,thur
3111,73,71,thur,tues,thur
3112,75,75,thur,tues,thur
3113,76,77,thur,tues,thur
3114,79,80,thur,tues,thur
3115,0,0,thur,thur,mon
3116,3,3,thur,thur,mon
3117,6,5,thur,thur,mon
3118,10,9,thur,thur,mon
3119,13,10,fri,thur,mon
3120,16,13,fri,thur,mon
3121,17,14,fri,thur,mon
3122,18,15,fri,thur,mon
3123,19,19,fri,thur,mon
3124,21,20,fri,thur,mon
3125,24,24,fri,thur,mon
3126,25,27,fri,thur,mon
3127,27,28,fri,thur,mon
3128,31,32,fri,thur,mon
3129,33,36,fri,thur,mon
3130,35,39,fri,thur,mon
3131,36,41,fri,thur,mon
3132,40,44,fri,thur,mon
3133,42,45,fri,thur,mon
3134,44,48,fri,thur,mon
3135,48,49,fri,thur,mon
3136,49,52,sun,thur,mon
3137,52,54,sun,thur,mon
3138,54,58,sun,thur,mon
3139,57,60,sun,thur,mon
3140,61,63,sun,thur,mon
3141,62,67,sun,thur,mon
3142,64,71,sun,thur,mon
3143,65,73,sun,thur,mon
3144,66,74,sun,thur,mon
3145,70,75,sun,thur,mon
3146,71,76,sun,thur,mon
3147,73,80,mon,thur,mon
3148,0,0,mon,mon,thur
3149,4,3,mon,mon,thur
3150,5,6,mon,mon,thur
3151,6,10,mon,mon,thur
3152,10,13,mon,mon,thur
3153,14,17,mon,mon,thur
3154,17,20,mon,mon,thur
3155,20,22,tues,mon,thur
3156,22,24,tues,mon,thur
3157,23,28,tues,mon,thur
3158,25,30,tues,mon,thur
3159,26,33,tues,mon,thur
3160,30,34,tues,mon,thur
3161,33,37,wed,mon,thur
3162,35,38,wed,mon,thur
3163,39,39,wed,mon,thur
3164,41,41,wed,mon,thur
3165,43,43,wed,mon,thur
3166,46,47,wed,mon,thur
3167,50,49,wed,mon,thur
3168,54,53,wed,mon,thur
3169,56,57,wed,mon,thur
3170,57,61,wed,mon,thur
3171,59,65,thur,mon,thur
3172,63,66,thur,mon,thur
3173,66,67,thur,mon,thur
3174,70,71,thur,mon,thur
3175,74,73,thur,mon,thur
3176,77,76,thur,mon,thur
3177,80,79,thur,mon,thur
3178,0,0,thur,thur,sun
3179,3,4,thur,thur,sun
3180,7,5,thur,thur,sun
3181,9,8,thur,thur,sun
3182,13,9,thur,thur,sun
3183,14,12,thur,thur,sun
3184,17,16,thur,thur,sun
3185,19,20,thur,thur,sun
3186,22,23,thur,thur,sun
3187,24,24,thur,thur,sun
3188,27,27,thur,thur,sun
3189,31,30,thur,thur,sun
3190,33,33,thur,thur,sun
3191,34,36,thur,thur,sun
3192,38,38,thur,thur,sun
3193,42,40,thur,thur,sun
3194,44,41,thur,thur,sun
3195,45,45,thur,thur,sun
3196,46,49,thur,thur,sun
3197,50,52,thur,thur,sun
3198,52,54,thur,thur,sun
3199,53,58,thur,thur,sun
3200,55,61,thur,thur,sun
3201,59,65,fri,thur,sun
3202,63,66,fri,thur,sun
3203,66,70,fri,thur,sun
3204,69,71,fri,thur,sun
3205,71,75,sun,thur,sun
3206,73,77,sun,thur,sun
3207,76,81,sun,thur,sun
3208,0,0,sun,sun,mon
3209,2,1,sun,sun,mon
3210,3,2,sun,sun,mon
3211,4,4,sun,sun,mon
3212,7,7,sun,sun,mon
3213,11,10,sun,sun,mon
3214,15,12,sun,sun,mon
3215,19,13,sun,sun,mon
3216,22,16,sun,sun,mon
3217,26,20,sun,sun,mon
3218,29,22,sun,sun,mon
3219,30,23,sun,sun,mon
3220,31,24,sun,sun,mon
3221,34,27,sun,sun,mon
3222,36,30,sun,sun,mon
3223,40,32,sun,sun,mon
3224,44,35,sun,sun,mon
3225,48,39,sun,sun,mon
3226,50,41,sun,sun,mon
3227,51,42,sun,sun,mon
3228,52,44,sun,sun,mon
3229,53,47,sun,sun,mon
3230,56,48,sun,sun,mon
3231,60,49,mon,sun,mon
3232,62,51,mon,sun,mon
3233,66,53,mon,sun,mon
3234,70,55,mon,sun,mon
3235,72,59,mon,sun,mon
3236,76,60,mon,sun,mon
3237,77,64,mon,sun,mon
3238,80,67,mon,sun,mon
3239,0,0,mon,mon,tues
3240,3,2,mon,mon,tues
3241,4,5,mon,mon,tues
3242,8,7,mon,mon,tues
3243,9,9,mon,mon,tues
3244,10,10,mon,mon,tues
3245,14,12,mon,mon,tues
3246,16,13,mon,mon,tues
3247,20,17,mon,mon,tues
3248,22,19,mon,mon,tues
3249,23,22,mon,mon,tues
3250,25,24,mon,mon,tues
3251,26,28,tues,mon,tues
3252,28,32,tues,mon,tues
3253,32,36,tues,mon,tues
3254,36,39,tues,mon,tues
3255,40,41,tues,mon,tues
3256,41,42,tues,mon,tues
3257,44,44,tues,mon,tues
3258,45,47,tues,mon,tues
3259,48,48,tues,mon,tues
3260,51,51,tues,mon,tues
3261,55,53,tues,mon,tues
3262,59,56,tues,mon,tues
3263,63,58,tues,mon,tues
3264,65,60,tues,mon,tues
3265,69,61,tues,mon,tues
3266,72,65,tues,mon,tues
3267,76,68,tues,mon,tues
3268,77,69,tues,mon,tues
3269,81,73,tues,mon,tues
3270,0,0,tues,tues,fri
3271,4,3,tues,tues,fri
3272,8,4,tues,tues,fri
3273,11,6,tues,tues,fri
3274,13,10,wed,tues,fri
3275,15,11,wed,tues,fri
3276,17,15,wed,tues,fri
3277,21,18,wed,tues,fri
3278,25,21,wed,tues,fri
3279,26,24,thur,tues,fri
3280,30,27,thur,tues,fri
3281,33,29,thur,tues,fri
3282,34,32,thur,tues,fri
3283,36,34,thur,tues,fri
3284,40,35,thur,tues,fri
3285,44,37,thur,tues,fri
3286,48,39,thur,tues,fri
3287,50,41,thur,tues,fri
3288,51,44,thur,tues,fri
3289,54,47,thur,tues,fri
3290,55,50,thur,tues,fri
3291,58,53,thur,tues,fri
3292,62,57,thur,tues,fri
3293,65,60,thur,tues,fri
3294,67,62,thur,tues,fri
3295,68,64,fri,tues,fri
3296,72,65,fri,tues,fri
3297,75,69,fri,tues,fri
3298,79,71,fri,tues,fri
3299,83,73,fri,tues,fri
3300,0,0,fri,fri,sun
3301,4,3,fri,fri,sun
3302,7,5,fri,fri,sun
3303,11,7,fri,fri,sun
3304,14,8,fri,fri,sun
3305,16,10,fri,fri,sun
3306,18,13,fri,fri,sun
3307,22,14,fri,fri,sun
3308,25,16,fri,fri,sun
3309,26,18,fri,fri,sun
3310,29,20,fri,fri,sun
3311,33,24,fri,fri,sun
3312,37,28,fri,fri,sun
3313,38,32,fri,fri,sun
3314,42,35,fri,fri,sun
3315,46,36,fri,fri,sun
3316,48,39,sun,fri,sun
3317,51,41,sun,fri,sun
3318,52,44,sun,fri,sun
3319,56,46,sun,fri,sun
3320,59,49,sun,fri,sun
3321,63,51,sun,fri,sun
3322,67,54,sun,fri,sun
3323,68,57,sun,fri,sun
3324,71,58,sun,fri,sun
3325,72,59,sun,fri,sun
3326,75,60,sun,fri,sun
3327,79,64,sun,fri,sun
3328,83,65,sun,fri,sun
3329,0,0,sun,sun,tues
3330,3,2,sun,sun,tues
3331,7,6,mon,sun,tues
3332,10,8,mon,sun,tues
3333,14,11,mon,sun,tues
3334,15,14,mon,sun,tues
3335,19,18,mon,sun,tues
3336,21,20,mon,sun,tues
3337,25,22,tues,sun,tues
3338,27,26,tues,sun,tues
3339,29,30,tues,sun,tues
3340,31,33,tues,sun,tues
3341,33,37,tues,sun,tues
3342,36,40,tues,sun,tues
3343,39,41,tues,sun,tues
3344,40,43,tues,sun,tues
3345,42,45,tues,sun,tues
3346,45,47,tues,sun,tues
3347,47,49,tues,sun,tues
3348,50,50,tues,sun,tues
3349,51,54,tues,sun,tues
3350,52,58,tues,sun,tues
3351,53,62,tues,sun,tues
3352,57,63,tues,sun,tues
3353,60,66,tues,sun,tues
3354,64,67,tues,sun,tues
3355,67,70,tues,sun,tues
3356,68,73,tues,sun,tues
3357,71,76,tues,sun,tues
3358,74,77,tues,sun,tues
3359,76,78,tues,sun,tues
3360,80,80,tues,sun,tues
3361,0,0,tues,tues,thur
3362,3,2,tues,tues,thur
3363,4,5,tues,tues,thur
3364,5,6,tues,tues,thur
3365,7,9,wed,tues,thur
3366,10,10,wed,tues,thur
3367,13,12,wed,tues,thur
3368,17,13,wed,tues,thur
3369,19,15,wed,tues,thur
3370,23,19,wed,tues,thur
3371,25,22,wed,tues,thur
3372,27,24,wed,tues,thur
3373,30,28,wed,tues,thur
3374,31,29,wed,tues,thur
3375,35,30,wed,tues,thur
3376,39,33,wed,tues,thur
3377,41,34,wed,tues,thur
3378,42,38,wed,tues,thur
3379,44,40,wed,tues,thur
3380,45,42,wed,tues,thur
3381,49,44,wed,tues,thur
3382,53,46,wed,tues,thur
3383,55,47,wed,tues,thur
3384,56,50,wed,tues,thur
3385,60,51,wed,tues,thur
3386,62,54,wed,tues,thur
3387,65,55,wed,tues,thur
3388,68,56,wed,tues,thur
3389,70,59,wed,tues,thur
3390,74,62,thur,tues,thur
3391,76,66,thur,tues,thur
3392,79,69,thur,tues,thur
3393,80,73,thur,tues,thur
3394,0,0,thur,thur,fri
3395,1,4,thur,thur,fri
3396,3,7,thur,thur,fri
3397,6,10,thur,thur,fri
3398,9,13,thur,thur,fri
3399,12,15,thur,thur,fri
3400,16,19,thur,thur,fri
3401,17,23,thur,thur,fri
3402,20,26,thur,thur,fri
3403,23,29,thur,thur,fri
3404,25,30,thur,thur,fri
3405,27,32,thur,thur,fri
3406,31,35,thur,thur,fri
3407,32,38,thur,thur,fri
3408,36,42,thur,thur,fri
3409,37,43,thur,thur,fri
3410,38,45,thur,thur,fri
3411,39,49,thur,thur,fri
3412,40,50,thur,thur,fri
3413,42,52,thur,thur,fri
3414,44,53,thur,thur,fri
3415,48,55,thur,thur,fri
3416,49,59,thur,thur,fri
3417,53,63,thur,thur,fri
3418,55,64,thur,thur,fri
3419,58,68,fri,thur,fri
3420,60,71,fri,thur,fri
3421,63,72,fri,thur,fri
3422,67,74,fri,thur,fri
3423,70,78,fri,thur,fri
3424,72,79,fri,thur,fri
3425,75,80,fri,thur,fri
3426,0,0,fri,fri,sun
3427,4,2,fri,fri,sun
3428,8,5,fri,fri,sun
3429,9,7,fri,fri,sun
3430,13,9,fri,fri,sun
3431,15,11,fri,fri,sun
3432,16,14,fri,fri,sun
3433,20,16,fri,fri,sun
3434,22,19,fri,fri,sun
3435,24,20,fri,fri,sun
3436,26,21,fri,fri,sun
3437,27,22,fri,fri,sun
3438,31,26,fri,fri,sun
3439,34,27,fri,fri,sun
3440,38,31,fri,fri,sun
3441,39,34,fri,fri,sun
3442,41,38,fri,fri,sun
3443,42,41,fri,fri,sun
3444,43,42,fri,fri,sun
3445,46,43,sun,fri,sun
3446,47,46,sun,fri,sun
3447,49,50,sun,fri,sun
3448,53,52,sun,fri,sun
3449,57,55,sun,fri,sun
3450,59,56,sun,fri,sun
3451,61,59,sun,fri,sun
3452,65,63,sun,fri,sun
3453,66,66,sun,fri,sun
3454,70,68,sun,fri,sun
3455,73,72,sun,fri,sun
3456,76,75,sun,fri,sun
3457,79,76,sun,fri,sun
3458,83,80,sun,fri,sun
3459,0,0,sun,sun,tues
3460,4,3,sun,sun,tues
3461,8,5,sun,sun,tues
3462,9,7,sun,sun,tues
3463,10,11,sun,sun,tues
3464,14,15,sun,sun,tues
3465,16,16,sun,sun,tues
3466,19,19,sun,sun,tues
3467,23,20,sun,sun,tues
3468,27,22,sun,sun,tues
3469,28,23,sun,sun,tues
3470,32,26,sun,sun,tues
3471,36,29,sun,sun,tues
3472,40,30,sun,sun,tues
3473,42,34,sun,sun,tues
3474,44,35,mon,sun,tues
3475,47,39,mon,sun,tues
3476,48,40,mon,sun,tues
3477,49,43,mon,sun,tues
3478,51,45,tues,sun,tues
3479,53,48,tues,sun,tues
3480,55,50,tues,sun,tues
3481,56,51,tues,sun,tues
3482,60,52,tues,sun,tues
3483,62,54,tues,sun,tues
3484,65,56,tues,sun,tues
3485,68,58,tues,sun,tues
3486,70,60,tues,sun,tues
3487,73,63,tues,sun,tues
3488,75,67,tues,sun,tues
3489,79,71,tues,sun,tues
3490,80,73,tues,sun,tues
3491,0,0,tues,tues,wed
3492,1,3,tues,tues,wed
3493,4,7,tues,tues,wed
3494,7,9,tues,tues,wed
3495,9,11,tues,tues,wed
3496,11,15,tues,tues,wed
3497,12,17,tues,tues,wed
3498,16,20,tues,tues,wed
3499,18,21,tues,tues,wed
3500,22,24,tues,tues,wed
3501,25,28,tues,tues,wed
3502,28,31,tues,tues,wed
3503,32,32,tues,tues,wed
3504,35,33,wed,tues,wed
3505,36,35,wed,tues,wed
3506,37,39,wed,tues,wed
3507,38,43,wed,tues,wed
3508,41,47,wed,tues,wed
3509,45,49,wed,tues,wed
3510,46,53,wed,tues,wed
3511,50,57,wed,tues,wed
3512,51,60,wed,tues,wed
3513,52,64,wed,tues,wed
3514,56,67,wed,tues,wed
3515,58,68,wed,tues,wed
3516,59,72,wed,tues,wed
3517,62,76,wed,tues,wed
3518,64,78,wed,tues,wed
3519,66,79,wed,tues,wed
3520,68,82,wed,tues,wed
3521,0,0,wed,wed,fri
3522,3,4,thur,wed,fri
3523,5,5,thur,wed,fri
3524,9,6,thur,wed,fri
3525,12,8,thur,wed,fri
3526,16,9,thur,wed,fri
3527,18,10,thur,wed,fri
3528,21,11,thur,wed,fri
3529,23,12,thur,wed,fri
3530,24,13,thur,wed,fri
3531,28,17,thur,wed,fri
3532,32,20,thur,wed,fri
3533,34,24,thur,wed,fri
3534,38,27,thur,wed,fri
3535,42,30,thur,wed,fri
3536,45,34,fri,wed,fri
3537,48,36,fri,wed,fri
3538,51,37,fri,wed,fri
3539,52,40,fri,wed,fri
3540,56,42,fri,wed,fri
3541,58,44,fri,wed,fri
3542,59,48,fri,wed,fri
3543,61,52,fri,wed,fri
3544,64,56,fri,wed,fri
3545,65,57,fri,wed,fri
3546,68,60,fri,wed,fri
3547,70,61,fri,wed,fri
3548,73,65,fri,wed,fri
3549,77,66,fri,wed,fri
3550,79,70,fri,wed,fri
3551,81,72,fri,wed,fri
3552,0,0,fri,fri,tues
3553,1,4,fri,fri,tues
3554,4,5,fri,fri,tues
3555,6,6,fri,fri,tues
3556,10,7,sun,fri,tues
3557,12,8,sun,fri,tues
3558,14,11,sun,fri,tues
3559,16,14,sun,fri,tues
3560,18,17,sun,fri,tues
3561,21,21,mon,fri,tues
3562,25,25,mon,fri,tues
3563,26,28,mon,fri,tues
3564,28,31,mon,fri,tues
3565,30,32,mon,fri,tues
3566,31,33,mon,fri,tues
3567,32,37,mon,fri,tues
3568,34,38,mon,fri,tues
3569,35,39,mon,fri,tues
3570,37,40,mon,fri,tues
3571,41,44,mon,fri,tues
3572,44,48,mon,fri,tues
3573,46,51,mon,fri,tues
3574,48,53,mon,fri,tues
3575,52,55,mon,fri,tues
3576,54,57,mon,fri,tues
3577,58,59,tues,fri,tues
3578,60,63,tues,fri,tues
3579,62,65,tues,fri,tues
3580,66,66,tues,fri,tues
3581,70,68,tues,fri,tues
3582,73,71,tues,fri,tues
3583,76,72,tues,fri,tues
3584,80,75,tues,fri,tues
3585,0,0,tues,tues,fri
3586,2,3,tues,tues,fri
3587,5,5,tues,tues,fri
3588,6,7,tues,tues,fri
3589,8,8,tues,tues,fri
3590,9,12,tues,tues,fri
3591,10,15,tues,tues,fri
3592,11,17,tues,tues,fri
3593,14,18,tues,tues,fri
3594,18,22,tues,tues,fri
3595,22,24,wed,tues,fri
3596,24,28,wed,tues,fri
3597,25,29,wed,tues,fri
3598,29,33,wed,tues,fri
3599,30,35,wed,tues,fri
3600,33,39,thur,tues,fri
3601,37,41,thur,tues,fri
3602,39,45,thur,tues,fri
3603,41,47,thur,tues,fri
3604,45,51,thur,tues,fri
3605,46,52,thur,tues,fri
3606,47,54,thur,tues,fri
3607,50,58,thur,tues,fri
3608,53,62,thur,tues,fri
3609,56,66,thur,tues,fri
3610,60,68,thur,tues,fri
3611,62,69,thur,tues,fri
3612,65,72,fri,tues,fri
3613,66,73,fri,tues,fri
3614,67,74,fri,tues,fri
3615,69,77,fri,tues,fri
3616,72,79,fri,tues,fri
3617,74,83,fri,tues,fri
3618,0,0,fri,fri,wed
3619,4,1,fri,fri,wed
3620,5,4,fri,fri,wed
3621,7,5,fri,fri,wed
3622,9,8,fri,fri,wed
3623,10,11,fri,fri,wed
3624,12,14,fri,fri,wed
3625,15,15,fri,fri,wed
3626,19,19,fri,fri,wed
3627,23,21,sun,fri,wed
3628,25,22,sun,fri,wed
3629,26,26,sun,fri,wed
3630,30,30,sun,fri,wed
3631,31,32,mon,fri,wed
3632,35,33,mon,fri,wed
3633,38,36,mon,fri,wed
3634,42,38,mon,fri,wed
3635,43,41,mon,fri,wed
3636,44,43,mon,fri,wed
3637,47,46,mon,fri,wed
3638,48,50,mon,fri,wed
3639,51,51,mon,fri,wed
3640,53,54,mon,fri,wed
3641,57,57,mon,fri,wed
3642,60,59,tues,fri,wed
3643,64,63,wed,fri,wed
3644,65,67,wed,fri,wed
3645,66,70,wed,fri,wed
3646,68,72,wed,fri,wed
3647,71,76,wed,fri,wed
3648,72,77,wed,fri,wed
3649,76,80,wed,fri,wed
3650,0,0,wed,wed,fri
3651,3,4,wed,wed,fri
3652,6,7,wed,wed,fri
3653,9,11,wed,wed,fri
3654,13,13,wed,wed,fri
3655,16,17,wed,wed,fri
3656,19,19,wed,wed,fri
3657,23,23,wed,wed,fri
3658,24,27,wed,wed,fri
3659,26,30,wed,wed,fri
3660,30,33,wed,wed,fri
3661,34,34,wed,wed,fri
3662,35,37,wed,wed,fri
3663,37,38,wed,wed,fri
3664,39,42,wed,wed,fri
3665,42,46,wed,wed,fri
3666,43,47,wed,wed,fri
3667,44,50,wed,wed,fri
3668,47,53,wed,wed,fri
3669,49,55,wed,wed,fri
3670,52,58,wed,wed,fri
3671,54,61,thur,wed,fri
3672,57,64,thur,wed,fri
3673,59,68,thur,wed,fri
3674,60,71,thur,wed,fri
3675,64,75,thur,wed,fri
3676,66,77,fri,wed,fri
3677,69,78,fri,wed,fri
3678,73,79,fri,wed,fri
3679,75,83,fri,wed,fri
3680,0,0,fri,fri,mon
3681,3,2,fri,fri,mon
3682,7,3,fri,fri,mon
3683,11,5,fri,fri,mon
3684,14,7,sun,fri,mon
3685,15,8,sun,fri,mon
3686,18,9,sun,fri,mon
3687,22,11,sun,fri,mon
3688,24,13,sun,fri,mon
3689,26,14,sun,fri,mon
3690,28,18,sun,fri,mon
3691,30,20,sun,fri,mon
3692,34,23,sun,fri,mon
3693,36,26,sun,fri,mon
3694,40,28,sun,fri,mon
3695,41,29,sun,fri,mon
3696,45,31,sun,fri,mon
3697,46,33,sun,fri,mon
3698,50,36,sun,fri,mon
3699,53,37,sun,fri,mon
3700,55,40,sun,fri,mon
3701,59,42,sun,fri,mon
3702,62,45,sun,fri,mon
3703,66,48,sun,fri,mon
3704,69,51,sun,fri,mon
3705,73,53,sun,fri,mon
3706,77,57,sun,fri,mon
3707,78,60,sun,fri,mon
3708,80,62,mon,fri,mon
3709,0,0,mon,mon,wed
3710,1,3,mon,mon,wed
3711,5,7,mon,mon,wed
3712,7,8,mon,mon,wed
3713,11,9,mon,mon,wed
3714,12,13,mon,mon,wed
3715,13,17,mon,mon,wed
3716,15,21,mon,mon,wed
3717,18,22,mon,mon,wed
3718,21,26,mon,mon,wed
3719,22,29,mon,mon,wed
3720,26,32,mon,mon,wed
3721,28,35,mon,mon,wed
3722,32,37,mon,mon,wed
3723,35,40,mon,mon,wed
3724,39,41,mon,mon,wed
3725,40,44,mon,mon,wed
3726,44,46,tues,mon,wed
3727,46,48,tues,mon,wed
3728,50,52,tues,mon,wed
3729,51,53,tues,mon,wed
3730,52,56,tues,mon,wed
3731,56,60,tues,mon,wed
3732,59,61,tues,mon,wed
3733,61,63,tues,mon,wed
3734,63,66,tues,mon,wed
3735,65,70,tues,mon,wed
3736,69,74,tues,mon,wed
3737,73,76,tues,mon,wed
3738,75,80,tues,mon,wed
3739,0,0,wed,wed,fri
3740,4,2,wed,wed,fri
3741,5,4,wed,wed,fri
3742,8,7,thur,wed,fri
3743,10,10,thur,wed,fri
3744,14,11,thur,wed,fri
3745,16,15,thur,wed,fri
3746,18,17,thur,wed,fri
3747,22,21,thur,wed,fri
3748,26,24,thur,wed,fri
3749,30,25,thur,wed,fri
3750,32,27,thur,wed,fri
3751,34,31,thur,wed,fri
3752,36,35,thur,wed,fri
3753,38,39,thur,wed,fri
3754,40,43,thur,wed,fri
3755,41,45,thur,wed,fri
3756,45,47,thur,wed,fri
3757,46,50,thur,wed,fri
3758,48,52,thur,wed,fri
3759,51,54,thur,wed,fri
3760,53,56,fri,wed,fri
3761,56,58,fri,wed,fri
3762,58,61,fri,wed,fri
3763,62,64,fri,wed,fri
3764,64,68,fri,wed,fri
3765,66,69,fri,wed,fri
3766,70,73,fri,wed,fri
3767,72,76,fri,wed,fri
3768,74,78,fri,wed,fri
3769,77,82,fri,wed,fri
3770,0,0,fri,fri,sun
3771,4,4,fri,fri,sun
3772,7,7,fri,fri,sun
3773,8,11,fri,fri,sun
3774,9,14,fri,fri,sun
3775,12,16,fri,fri,sun
3776,15,20,fri,fri,sun
3777,18,21,fri,fri,sun
3778,21,24,fri,fri,sun
3779,22,28,fri,fri,sun
3780,25,32,fri,fri,sun
3781,29,36,fri,fri,sun
3782,32,40,fri,fri,sun
3783,34,42,fri,fri,sun
3784,37,44,fri,fri,sun
3785,41,48,fri,fri,sun
3786,44,49,fri,fri,sun
3787,46,51,fri,fri,sun
3788,50,52,sun,fri,sun
3789,54,56,sun,fri,sun
3790,56,59,sun,fri,sun
3791,59,61,sun,fri,sun
3792,61,65,sun,fri,sun
3793,65,67,sun,fri,sun
3794,66,70,sun,fri,sun
3795,67,74,sun,fri,sun
3796,69,76,sun,fri,sun
3797,73,77,sun,fri,sun
3798,75,78,sun,fri,sun
3799,77,82,sun,fri,sun
3800,0,0,sun,sun,mon
3801,3,4,sun,sun,mon
3802,7,7,sun,sun,mon
3803,10,11,sun,sun,mon
3804,12,13,sun,sun,mon
3805,16,14,sun,sun,mon
3806,18,16,sun,sun,mon
3807,20,18,sun,sun,mon
3808,23,20,sun,sun,mon
3809,27,22,sun,sun,mon
3810,30,24,mon,sun,mon
